user_id,timestamp,artist_id,artist_name,track_id,track_name
user_000436,2006-06-10T17:31:34Z,527c65d1-9fdb-4482-8796-dde2980bd63a,Neneh Cherry,c09057f1-7f3e-4017-bd2f-a3f93d159a5c,Red Paint
user_000709,2006-07-21T17:56:13Z,2a85ecff-41e9-4be1-aca6-c87054a4c334,Buena Vista Social Club,82014f36-3cc7-4682-bfea-2f6b7104c61d,Buena Vista Social Club
user_000499,2008-01-07T17:13:25Z,5c210861-2ce2-4be3-9307-bbcfc361cc01,Pennywise,,Who'S On Your Side (Album Version)
user_000751,2007-07-03T01:22:00Z,09a23d06-ca74-409f-9665-46122318b0ae,Young Zee,,Street Life (Feat. Gas From Nite & Day)
user_000899,2008-05-16T23:56:58Z,8385f26a-f374-4a04-9aad-4442ce24db2b,Vnv Nation,28c9e7ea-72fd-4e70-9108-6baee47ceb2c,Voice
user_000791,2008-11-30T00:43:12Z,013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,8eb4812f-d06d-47e8-911e-5194282aa45e,That'S How People Grow Up
user_000574,2008-05-17T14:03:03Z,90ec36e0-5597-4bbb-8e03-12d4d1f18863,Ida Corr Vs. Fedde Le Grand,c6df42e4-f705-4f69-8552-6b264bc4d2f0,Let Me Think About It (Club Mix)
user_000962,2009-02-22T05:57:33Z,3fb8b56c-bad0-4bbe-a7b6-b4110797ea06,Ancient Future,ad76c101-ff7b-4979-a192-a3ed6cec8dd3,Ja Nam
user_000807,2007-09-12T19:22:28Z,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,Queen,,Sweet Lady (1993 Digital Remaster)
user_000103,2007-07-04T21:53:06Z,d4d17620-fd97-4574-92a8-a2cb7e72ce42,The Verve,ca01a1d4-8baa-4c61-be2c-874563e6f910,Life'S Not A Rehearsal
user_000147,2008-12-07T19:07:43Z,6a65d878-fcd0-42cf-aff9-ca1d636a8bcc,Foals,aa0ebe84-1a4f-4c39-a2db-221ef7155011,Two Steps Twice
user_000768,2008-08-31T14:30:31Z,,Nightcore,,Dam Dadi Doo
user_000751,2006-09-10T21:44:56Z,e9c24805-0a85-4810-82e4-b91041f43791,Dice,bd859e2b-71a3-4e34-ab53-44ed122072ef,Holdontomy Dick!
user_000857,2007-08-25T04:09:49Z,5ccb7bf1-4e5d-44fe-94fe-a15eeffa2335,The Fratellis,8af76382-3647-4b2a-aa9b-471ac2f82c83,Chelsea Dagger
user_000523,2007-10-01T20:44:35Z,5cb68ac6-04e7-4129-818f-8dd172a5a301,Ashram,405fa28e-cdc2-4e5f-ae4c-e85310ef034a,5 Steps...
user_000147,2007-04-16T19:41:46Z,a96ac800-bfcb-412a-8a63-0a98df600700,Modest Mouse,,Dashboard 2.0 (World Famous Audio Hacker Retouch)
user_000097,2006-07-30T11:14:37Z,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e,John Williams,39ae3d09-b3a2-4599-8260-d2ac93a29ef9,The Raiders March (From Raiders Of The Lost Ark)
user_000554,2009-04-03T14:36:41Z,fc1e2d6d-bf65-47ba-a941-8eba84883189,Boom Jinx & Oliver Smith,66fa2bd1-44ff-4ca8-92f8-248d515cf8e0,Sunrise (Jaytech Mix)
user_000210,2008-10-14T18:35:34Z,0b8dff0b-ce42-4cc6-afd1-1841f7781ed4,Moondog,4bd93392-ee84-4574-b2fb-454b8c60fea2,Suite Equestria
user_000702,2008-12-16T20:10:54Z,5846386d-ac6c-42bd-a4f1-08a76e7ef7a1,Michael Carvin,423a5547-c6a1-468b-9db3-748edea7d771,"Hello, Young Lovers"
user_000986,2006-11-21T14:59:29Z,1e1de8e1-c0b8-462c-9365-f84bc73e9799,Nebula,c0ab26bd-cbf0-452d-badb-379cd00e03ae,Long Day
user_000132,2008-02-18T22:50:23Z,906bddec-bc73-49f8-ac1e-eaee691c6cf9,Hank Williams,49feae8a-dbde-4576-a322-f93a32ecc7dc,The Wild Side Of Life
user_000112,2008-03-18T14:49:01Z,07b6020a-c539-4d68-aeef-f159f3befc76,Band Of Horses,e32b4e15-bf86-47b5-a9cb-f05da69fec2b,Lamb On The Lam (In The City)
user_000004,2007-08-16T01:09:15Z,e88265a7-acb6-4355-837d-e405d048b908,The Elected,692e388d-6e8a-4b8f-b73a-3b1ac4a77824,It Was Love
user_000804,2007-11-23T20:22:28Z,92dc699f-fcbc-4278-afbe-40b5ad060a55,Death From Above 1979,f5cad447-9144-420f-9349-4a6a79a237c3,Little Girl (Mstrkrft Edition)
user_000669,2008-09-05T01:13:17Z,f5426431-f490-4678-ad44-a75c71097bb4,Stevie Ray Vaughan,6f8e4a78-0643-4aea-887d-c1307d7d3355,You'Ll Be Mine
user_000850,2006-10-11T20:06:42Z,ff6e677f-91dd-4986-a174-8db0474b1799,Jack Johnson,9e0fd1aa-4ef2-46b2-bef3-fb975d6dd3dd,Constellations
user_000681,2008-11-30T14:25:37Z,bf659d74-0b61-488c-8a7d-594f43bed9e0,Bo Diddley,e95a268c-13fd-43aa-8acc-7927bad2d1e3,The Greatest Lover In The World
user_000285,2007-03-01T21:56:32Z,be1474bd-7e76-4422-af20-274fa55d1e8a,This Is Me Smiling,6c0af5ad-ec70-4215-aca2-a6549b0d572d,A Better Way To Fall In Love
user_000572,2009-03-23T07:11:00Z,584c04d2-4acc-491b-8a0a-e63133f4bfc4,Yeah Yeah Yeahs,01f6b5dd-a25f-4789-b1b8-2ded99a26f57,Zero
user_000296,2007-08-13T09:08:21Z,35723b60-732e-4bd8-957f-320b416e7b7f,Groove Armada,66b7cf04-2673-49ec-9129-a35acfc163f1,Drop That Thing
user_000277,2009-01-30T22:26:04Z,aa7a2827-f74b-473c-bd79-03d065835cf7,Franz Ferdinand,c697b759-2ef6-43bb-a97a-2c56409abade,Ulysses
user_000950,2008-08-29T23:38:19Z,8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,Portishead,f49db552-8a2e-4a29-9ea2-a0d48a7723ef,Elysium
user_000345,2008-09-23T20:57:10Z,1692e094-48b6-4d0e-8555-43ca0bd42467,Shivaree,604a5ed9-fb1a-401d-ae60-1fde2f991122,Half On A Baby
user_000348,2007-01-18T20:23:23Z,8777a849-fb4e-4430-9918-170f619c5286,Bebel Gilberto,56f4b26d-697f-4b79-9094-331654e83bbb,So Nice (Summer Samba)
user_000054,2006-04-26T13:50:56Z,b5cdc196-c068-490d-afae-8a15ae6cae0d,Forgotten Boys,aa0228fa-2e74-480e-983e-609c6f0135d9,Get Load
user_000274,2008-08-04T02:34:49Z,076caf66-1bb1-4486-8f46-910c83441eab,Indochine,141e1503-6b8e-4d94-8d7e-2259abaf1837,Des Fleurs Pour Salinger
user_000288,2007-08-26T11:13:32Z,a261a931-9236-4d74-b3e7-8e3c7098eb3a,Orba Squara,348ff9bf-f00e-4423-bfc3-681c92bfaeee,Perfect Timing (This Morning)
user_000340,2008-07-19T10:52:50Z,3a5d1cc7-627e-48ea-aba3-fdd20d782c33,Chico Buarque,3bd260f4-76d0-492b-94b9-6defe44b1e19,Tanto Mar
user_000742,2007-09-17T16:27:21Z,b2d122f9-eadb-4930-a196-8f221eeb0c66,Rammstein,f41516df-d19b-428f-9948-898a9def3c04,Ich Will
user_000793,2007-02-19T20:54:41Z,51ff6576-95ff-4e02-a0cf-fad3b39c0b8d,Wolf Eyes,17ef6bcc-9d16-4a4b-b82b-7b48aa72f202,Reaper'S Gong
user_000095,2007-08-26T17:15:28Z,7570a0dd-5a67-401b-b19a-261eee01a284,Manu Chao,8f51a23c-ea54-4f31-9c93-75281fa23016,Clandestino
user_000783,2007-11-16T17:43:48Z,09292e4d-b7ad-476b-86d9-7806303ef8c3,The Tuss,,Death Fuck Mental Beats
user_000767,2006-02-12T04:13:22Z,000fc734-b7e1-4a01-92d1-f544261b43f5,Cocteau Twins,b96d35a6-21d3-41e5-8576-b344a95f7aec,Five Ten Fiftyfold
user_000341,2007-02-01T16:55:08Z,aaf09f31-bb5c-43e5-9f54-bb6554c33a71,The Crystal Method,a9dc0364-acc2-4ed9-b558-65668b753f46,Bound Too Long
user_000672,2009-04-08T17:30:43Z,a96ac800-bfcb-412a-8a63-0a98df600700,Modest Mouse,d4eda28e-8131-463a-8cce-2f313c51ec35,Jesus Christ Was An Only Child
user_000861,2008-07-18T01:07:42Z,31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,Alphaville,884e1cc7-ad95-43d1-adc1-9aaac98b255d,Flame (Physical Motion Mix)
user_000357,2006-01-03T15:41:27Z,1b96b9c9-0832-40cb-9f8d-7274de3733fc,New York Dolls,289442d8-145f-4886-95dd-649518e28ec5,Private World
user_000256,2007-09-11T17:24:17Z,98a35a4d-a845-4282-bc7c-5679f2bb9bd2,Frank Black,ef30b083-c587-4d4a-ae40-7eeb8b2ccacf,Men In Black
user_000525,2006-01-09T17:11:25Z,ebee61b4-bbdd-4087-9bcb-d5aa099088ec,James Blunt,80b01c13-2e4b-4f7f-9a4a-d6efc869eebc,You'Re Beautiful
user_000779,2009-02-26T08:10:18Z,d41a6875-b626-4c0f-89a1-aecb643d29ff,The Pogues,2cc3154e-89f6-4b6a-90f5-3d42cc843bce,"If I Should Fall From Grace With God (12"" Single Remix)"
user_000791,2008-11-12T05:49:05Z,0bfba3d3-6a04-4779-bb0a-df07df5b0558,Stereophonics,d008d39b-0999-4eba-9a2e-79408d69288a,Soldiers Make Good Targets
user_000714,2006-12-30T22:25:26Z,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,Afi,702152b2-c02d-47a5-9b8d-48752a590dcc,Miss Murder
user_000162,2007-08-15T08:50:43Z,309c62ba-7a22-4277-9f67-4a162526d18a,Beck,e82cd0d6-a5f5-4540-8159-6b768988f4bd,Static
user_000792,2006-02-25T17:43:05Z,0a886227-5cc7-492b-9944-cec87bbf010c,Studio Pankow,3d9e4e9c-d060-471a-ae2a-023f5961a5a5,Neukoelln
user_000901,2007-01-05T21:47:19Z,b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,05bf4f33-7c01-43b6-8d07-9c2ee6568b34,Cactus
user_000721,2007-04-06T09:56:12Z,c8fc1732-d191-4a29-a33a-410f98eff13b,Sage Francis,f9324c2f-4639-41c8-bdd0-a10823010e00,Crumble
